"Account Number","National Insurance Number ","First Name","Middle Name","Surname ","Date of Birth","ISA Type being reported","Flexible ISA","Total current year subscriptions transferred in","Total current year subscriptions transferred out ","Date of first subscription event","Date of last subscription event","Total current year to date subscriptions ","LISA qualifying addition","LISA bonus claim","Market value of account","Closure Date","ISA Reason for closure","LISA Reason for closure"
"ISA000000130","JH133477D","Emily","Jane","Parker","1992-01-28","Stock and Shares","Yes","17784.67","18541.62","2025-06-05","2026-03-22","95.87","1987.83","798.39","13433.27","2026-03-26","Cancelled","Cancelled"
"ISA000000131","SH064546C","William","Thomas","Kelly","1986-08-18","Innovative Finance","Yes","19899.46","15134.92","2025-10-13","2025-12-06","1916.76","3169.59","753.38","56672.52","2025-12-20","Cancelled","Transferred in full"
"ISA000000132","RN712507C","Oliver","Patrick","Martin","1965-05-07","Life Time ISA","No","5746.93","9147.04","2025-11-13","2026-03-16","17129.55","-3222.64","398.40","38766.96","2026-03-16","Cancelled","Transferred in full"
"ISA000000133","MP229164C","Olivia","Jane","Wilson","2004-10-12","Cash","No","6923.43","13572.80","2025-11-03","2026-02-26","9490.53","-1427.28","502.67","3814.06","2026-03-17","Closed","Cancelled"
"ISA000000134","CY408569D","Sophia","Claire","Thomas","1967-03-21","Life Time ISA","Yes","7797.10","15093.06","2025-11-21","2025-12-19","18220.22","2414.26","-787.77","37232.80","2026-03-20","Cancelled","All funds withdrawn"
"ISA000000135","PX005898A","Evie","Michael","Edwards","1940-01-14","Innovative Finance","No","15002.04","18327.50","2026-01-21","2026-04-03","2189.82","-2936.71","243.50","43025.87","2026-04-03","Void","Transferred in full"
"ISA000000136","WC844763B","Theo","Joseph","Kelly","1952-07-17","Innovative Finance","Yes","6916.36","3936.26","2025-12-18","2026-02-19","17339.30","-358.60","184.84","4963.27","2026-03-21","Closed","Transferred in full"
"ISA000000137","LZ638126A","Sophia","Alice","Carter","2004-04-20","Stock and Shares","No","15959.82","4540.99","2026-02-07","2026-02-18","1774.09","1204.17","320.36","83944.41","2026-03-04","Void","Closed"
"ISA000000138","JS546003B","Charlotte","Samuel","Mitchell","1954-10-27","Life Time ISA","Yes","14595.65","1709.95","2025-05-19","2026-01-21","12973.17","202.94","746.26","28409.10","2026-02-21","Cancelled","Cancelled"
"ISA000000139","PY246432C","Lily","Rose","Baker","2002-12-27","Life Time ISA","No","2354.51","10014.20","2025-07-24","2025-09-29","9421.14","-1509.52","730.26","44473.55","2026-03-11","Closed","Void"
"ISA000000140","KT535624C","James","Thomas","Green","1997-10-10","Innovative Finance","No","3010.81","2098.65","2025-10-31","2026-03-08","433.57","-3202.39","900.12","26826.57","2026-04-01","Void","Transferred in full"
"ISA000000141","WT144199A","Daniel","Samuel","Allen","1996-09-26","Cash","Yes","8552.28","4032.53","2025-05-22","2025-11-18","18682.22","434.73","206.63","57129.90","2026-02-04","Cancelled","Void"
"ISA000000142","CW131349B","Mia","William","Wright","1966-10-21","Cash","No","747.65","4197.23","2025-10-31","2026-01-12","3711.14","1849.29","84.50","83550.07","2026-01-16","Closed","Cancelled"
"ISA000000143","LZ079839B","James","Michael","Bailey","1988-01-27","Stock and Shares","Yes","15351.40","18025.97","2025-10-02","2025-10-13","12904.08","485.10","1000.19","51255.02","2026-01-31","Void","All funds withdrawn"
"ISA000000144","RR268039A","Oscar","Thomas","White","2004-07-29","Life Time ISA","No","3475.55","7120.07","2025-06-05","2025-11-08","10565.00","-647.64","543.64","42395.16","2026-04-04","Cancelled","Closed"
"ISA000000145","BB012738B","Mia","Claire","Walker","1957-03-15","Cash","No","8198.35","10135.76","2025-05-04","2025-10-24","8510.03","3069.58","876.13","17661.55","2026-03-18","Closed","Void"
"ISA000000146","RS353418C","Lucas","Alexander","Miller","1988-04-23","Cash","Yes","14234.58","15878.21","2026-01-29","2026-03-09","6955.21","1014.11","939.99","27233.16","2026-03-09","Closed","Transferred in full"
"ISA000000147","PA021233A","Ava","Alice","Allen","1982-10-10","Stock and Shares","No","14931.09","10794.54","2025-11-07","2026-01-09","6308.88","-3040.56","567.50","50327.77","2026-02-08","Cancelled","All funds withdrawn"
"ISA000000148","ST656929C","Theo","Marie","Roberts","2005-03-17","Stock and Shares","No","9497.01","13677.01","2025-09-28","2026-03-05","11011.99","3609.31","-905.87","89759.38","2026-03-18","Void","Cancelled"
"ISA000000149","RJ416707B","Ruby","Claire","Young","1952-03-06","Innovative Finance","Yes","15544.16","9256.46","2025-08-04","2025-11-10","3680.01","1841.08","28.99","10341.88","2026-03-20","Closed","All funds withdrawn"
"ISA000000150","RY665041C","Hannah","Benjamin","White","1956-05-03","Stock and Shares","Yes","10714.21","4651.99","2026-02-03","2026-04-03","13424.41","47.13","335.15","53618.26","2026-04-04","Closed","Cancelled"
"ISA000000151","LP816299A","Hannah","Jane","Adams","1949-08-12","Cash","Yes","8780.75","6084.67","2025-06-15","2025-09-19","15143.97","-352.76","591.10","8394.64","2025-10-03","Closed","Void"
"ISA000000152","RW957102B","Harry","Marie","Harris","1984-09-02","Cash","No","2613.46","13993.43","2025-12-05","2026-03-06","2790.45","1641.22","517.81","78378.90","2026-03-30","Void","Closed"
"ISA000000153","CC396561C","Elsie","Claire","Wright","1973-11-21","Innovative Finance","No","12677.66","7083.33","2025-08-01","2026-01-28","1897.49","3161.50","16.02","34633.80","2026-02-01","Closed","Closed"
"ISA000000154","CL604476D","Finley","Alice","Taylor","1977-07-21","Cash","Yes","11042.88","15384.90","2025-05-14","2026-02-02","4314.86","1600.00","121.02","66108.36","2026-02-04","Cancelled","Cancelled"
"ISA000000155","PN882996C","Maya","Alice","Wright","1949-08-18","Life Time ISA","No","13182.36","15365.42","2025-11-12","2025-12-27","5383.98","1169.66","-662.79","5290.45","2026-03-28","Closed","Closed"
"ISA000000156","KB068812D","Mia","Ann","Carter","1961-04-24","Life Time ISA","Yes","13494.52","9054.44","2025-10-01","2025-10-13","19164.72","1707.25","-417.91","42847.96","2026-01-20","Closed","All funds withdrawn"
"ISA000000157","RE672061C","Noah","Alexander","Taylor","1940-04-03","Life Time ISA","Yes","3496.46","14556.62","2025-06-14","2025-08-08","18174.68","1397.33","741.75","92154.18","2026-03-06","Void","Void"
"ISA000000158","SH396878D","Edward","Olivia","Hughes","1963-08-23","Stock and Shares","Yes","18558.60","18444.65","2026-02-17","2026-02-18","4581.83","-1366.57","278.31","12648.24","2026-03-24","Cancelled","All funds withdrawn"
"ISA000000159","LA779676D","Theo","Joseph","Jackson","1962-10-04","Cash","Yes","11282.99","17150.48","2025-12-17","2025-12-26","12989.08","1268.99","483.26","40197.39","2026-04-02","Cancelled","Void"
"ISA000000160","EZ541079C","Daisy","Joseph","Allen","1975-10-27","Innovative Finance","No","2271.19","17666.97","2025-07-22","2025-07-26","13681.53","230.00","723.48","70633.88","2025-12-22","Cancelled","All funds withdrawn"
"ISA000000161","WS503357D","Daniel","Victoria","Young","1977-06-25","Stock and Shares","Yes","14077.51","5371.58","2025-08-08","2025-12-12","9777.95","479.54","644.26","43644.97","2026-03-31","Cancelled","Transferred in full"
"ISA000000162","SC976449C","Mia","Claire","Walker","1963-10-11","Cash","Yes","7911.86","13534.66","2026-01-21","2026-03-15","9081.16","2467.57","571.21","911.65","2026-03-18","Void","Closed"
"ISA000000163","JP737290C","Poppy","Alice","Wilson","1959-06-21","Innovative Finance","No","17176.01","9064.53","2025-07-04","2026-02-26","13520.90","2805.29","413.86","39416.87","2026-02-27","Closed","Closed"
"ISA000000164","EJ929259A","William","Joseph","Adams","2003-10-14","Innovative Finance","Yes","261.49","7648.46","2025-06-11","2025-12-16","618.05","1494.73","855.14","55303.53","2026-01-08","Cancelled","All funds withdrawn"
"ISA000000165","BK595068C","Ava","Louise","Bailey","1942-06-25","Stock and Shares","Yes","3647.47","12155.56","2026-01-16","2026-02-08","18833.63","2493.31","975.16","18874.72","2026-03-10","Cancelled","Closed"
"ISA000000166","CE116705A","James","Alice","Murphy","1995-02-04","Innovative Finance","No","4874.81","1045.85","2025-10-24","2026-03-27","7523.99","1960.99","861.97","37656.16","2026-04-01","Cancelled","Void"
"ISA000000167","AC423941D","Elsie","Rose","Kelly","1993-07-20","Life Time ISA","Yes","3895.15","220.24","2025-08-24","2026-02-26","121.38","964.49","550.35","2857.73","2026-03-12","Closed","Closed"
"ISA000000168","LB053020D","Thomas","Alice","Taylor","1971-11-12","Cash","No","11532.28","18731.58","2025-05-29","2026-03-24","10569.94","3900.76","361.31","72170.34","2026-03-24","Closed","Closed"
"ISA000000169","MJ172979A","Jack","Claire","Edwards","1973-09-05","Life Time ISA","No","18351.45","764.85","2025-10-08","2026-02-09","752.56","3187.01","235.37","3116.09","2026-02-20","Cancelled","Void"
"ISA000000170","LC490725A","Jacob","Victoria","Phillips","2006-05-12","Cash","Yes","2389.03","14559.15","2025-07-24","2025-12-19","17799.76","2898.68","-60.92","71575.95","2026-01-15","Cancelled","Transferred in full"
"ISA000000171","RA518234A","Hannah","Thomas","Jackson","2004-11-25","Stock and Shares","No","2175.43","19754.83","2025-09-17","2026-01-13","11822.87","2409.31","380.37","53214.09","2026-02-06","Closed","Transferred in full"
"ISA000000172","BM499632C","George","William","Hall","1943-12-06","Life Time ISA","Yes","2714.99","13586.12","2025-12-22","2026-04-01","16633.27","3.43","565.81","5139.34","2026-04-02","Cancelled","Void"
"ISA000000173","KL165412D","William","Michael","Carter","1963-08-03","Innovative Finance","No","6474.66","10797.00","2025-05-16","2026-02-20","15719.37","1093.78","860.35","82076.40","2026-03-11","Void","All funds withdrawn"
"ISA000000174","HL712074C","Daniel","Marie","Green","1984-12-31","Innovative Finance","Yes","10382.05","2194.05","2026-01-18","2026-01-25","1082.89","1722.32","-236.18","85541.00","2026-03-18","Closed","All funds withdrawn"
"ISA000000175","MB497910C","Maya","Benjamin","Baker","1983-10-31","Innovative Finance","No","8853.13","12050.55","2026-01-13","2026-02-09","3973.65","1792.62","-130.86","16520.72","2026-04-01","Cancelled","Transferred in full"
"ISA000000176","JY606165C","Thomas","Alexander","Smith","1941-08-19","Cash","Yes","3114.46","8322.75","2025-09-26","2025-10-07","367.61","1659.46","-399.59","56962.76","2026-03-25","Void","Transferred in full"
"ISA000000177","EY485334D","Oscar","Rose","Kelly","1986-10-05","Stock and Shares","No","8533.44","5905.84","2025-08-01","2025-10-31","4117.31","1830.62","702.01","81007.58","2026-03-06","Cancelled","Transferred in full"
"ISA000000178","BY834923D","George","Patrick","Mitchell","1948-05-13","Stock and Shares","No","4961.70","2804.54","2025-07-23","2025-11-29","10873.34","3428.00","637.70","1403.51","2025-11-30","Closed","Cancelled"
"ISA000000179","CC463754A","William","Olivia","Clarke","1981-10-18","Cash","Yes","5394.27","15700.40","2025-05-24","2026-03-09","16386.32","3024.67","-723.31","70922.32","2026-03-27","Closed","Closed"
"ISA000000180","BX254097D","Finley","Thomas","Wilson","1992-06-23","Stock and Shares","Yes","16681.62","15347.61","2025-09-07","2026-02-01","717.58","3791.79","277.51","31001.22","2026-02-13","Void","All funds withdrawn"
"ISA000000181","PE410028C","Thomas","Ann","Edwards","2001-11-22","Innovative Finance","Yes","4382.48","17723.98","2025-09-16","2025-12-02","2067.92","2292.05","836.32","41206.63","2026-02-08","Closed","Closed"
"ISA000000182","AR221945C","Sophia","Michael","Hall","1988-07-08","Stock and Shares","Yes","10219.66","13254.39","2025-09-11","2026-03-28","13068.76","1276.22","-32.06","26137.47","2026-04-03","Void","Transferred in full"
"ISA000000183","KK342166B","Jacob","Rose","Wright","1943-06-15","Stock and Shares","No","13524.81","12288.33","2025-12-15","2026-01-15","4337.26","420.53","923.56","6791.83","2026-03-10","Cancelled","All funds withdrawn"
"ISA000000184","CX454321B","Ethan","Alexander","Davies","1976-01-23","Cash","Yes","13621.70","4164.29","2025-09-27","2026-03-02","874.42","2253.14","57.07","61397.13","2026-03-06","Closed","Transferred in full"
"ISA000000185","BR776189A","Ethan","Olivia","Smith","1995-03-28","Innovative Finance","Yes","5311.22","18952.47","2026-02-18","2026-04-01","10395.99","-3596.08","860.14","38967.75","2026-04-03","Closed","Transferred in full"
"ISA000000186","SH776078B","Harry","Alexander","Johnson","1969-11-21","Stock and Shares","Yes","18332.58","12310.86","2025-08-12","2025-10-31","1112.13","3422.95","996.81","20633.20","2026-02-10","Cancelled","Void"
"ISA000000187","LY358875B","Olivia","Alexander","Hill","1997-06-08","Innovative Finance","No","12719.43","7116.25","2026-02-06","2026-03-08","5946.41","1547.15","-605.14","96333.35","2026-04-03","Closed","Cancelled"
"ISA000000188","RN965279D","Evie","Elizabeth","Young","1978-03-14","Life Time ISA","No","4314.44","2416.57","2026-01-23","2026-02-16","13904.41","3932.08","349.68","52916.65","2026-03-16","Cancelled","All funds withdrawn"
"ISA000000189","HB196450D","Isla","William","King","1957-07-22","Innovative Finance","Yes","7669.92","15445.50","2025-11-25","2026-04-03","9848.46","3690.47","493.82","21250.35","2026-04-03","Void","Closed"
"ISA000000190","KW062165D","Jacob","Claire","Adams","1956-06-17","Life Time ISA","Yes","17379.31","1906.64","2025-06-30","2025-12-18","16460.58","-434.74","658.23","89409.45","2026-01-16","Cancelled","Transferred in full"
"ISA000000191","AC319135A","Charlotte","Patrick","King","1946-12-31","Innovative Finance","No","3378.49","4681.26","2025-11-28","2026-02-01","2813.05","3408.24","-916.90","80251.80","2026-02-26","Closed","Cancelled"
"ISA000000192","WS576981A","Lily","Elizabeth","Green","1995-05-10","Life Time ISA","Yes","4261.98","10569.44","2025-10-09","2025-11-19","4922.66","2017.09","307.01","34794.81","2026-02-03","Closed","All funds withdrawn"
"ISA000000193","JK308344A","William","Joseph","Mitchell","1960-04-01","Innovative Finance","Yes","881.81","1789.57","2026-01-06","2026-01-24","5253.33","966.76","160.07","98554.42","2026-01-29","Cancelled","Transferred in full"
"ISA000000194","HK003842C","Harry","Louise","Jones","1957-10-25","Stock and Shares","Yes","17647.31","4829.97","2025-06-29","2025-08-02","17780.50","1229.13","741.29","18797.27","2026-02-20","Void","Void"
"ISA000000195","PH104032B","Jacob","Alexander","Morris","1953-04-14","Life Time ISA","No","17447.85","16948.11","2026-01-16","2026-01-18","16446.73","2472.12","-889.87","23371.05","2026-03-03","Closed","Cancelled"
"ISA000000196","BB388950A","Freya","Patrick","Hill","1994-12-21","Stock and Shares","No","3591.12","15138.02","2025-09-16","2025-11-20","4820.57","3054.85","630.74","78765.98","2025-11-23","Closed","Closed"
"ISA000000197","AE574485A","Poppy","Jane","Green","1993-03-08","Stock and Shares","Yes","3279.61","12110.92","2026-02-15","2026-02-22","12886.84","2000.40","209.03","78862.82","2026-03-17","Closed","Void"
"ISA000000198","LS804031B","Evie","Samuel","Cooper","1972-08-14","Innovative Finance","Yes","18414.90","13394.52","2025-04-20","2025-09-13","16516.31","1491.32","78.53","53138.32","2026-01-08","Closed","All funds withdrawn"
"ISA000000199","HH809314A","Elsie","Grace","Morris","1963-11-08","Life Time ISA","No","6035.71","10292.97","2025-12-02","2026-02-18","4750.34","1142.61","7.68","76659.21","2026-03-07","Closed","Closed"
"ISA000000200","LL204290C","Olivia","Patrick","Miller","1940-01-15","Stock and Shares","No","1357.56","11590.58","2025-06-04","2025-08-27","10709.81","3692.82","-589.82","79017.59","2026-04-02","Closed","Closed"
"ISA000000201","WB189963A","Emily","Joseph","Williams","1989-06-30","Cash","No","17305.24","6136.44","2026-02-03","2026-03-07","16634.84","1047.75","689.34","80445.13","2026-03-24","Cancelled","Cancelled"
"ISA000000202","AN750387D","Grace","Alice","Cooper","1950-10-22","Cash","No","8831.00","4978.74","2025-08-27","2025-09-03","9091.08","2363.71","-254.40","74510.20","2026-01-23","Cancelled","All funds withdrawn"
"ISA000000203","AE824622D","James","Alexander","Williams","2006-03-23","Innovative Finance","Yes","14754.11","6580.98","2025-07-27","2026-02-04","17343.78","268.45","903.71","8072.45","2026-03-28","Cancelled","Closed"
"ISA000000204","BZ952659B","William","Claire","Young","2000-03-05","Innovative Finance","No","9471.37","181.80","2025-07-07","2025-11-10","7148.87","2345.42","-86.32","99121.40","2025-12-02","Closed","Cancelled"
"ISA000000205","WL044601D","Oscar","Victoria","Evans","2000-10-16","Cash","Yes","7649.51","16311.39","2025-12-18","2026-03-14","6340.17","1071.90","602.98","64739.98","2026-03-27","Cancelled","Cancelled"
"ISA000000206","MP880424A","Jack","William","Smith","2006-11-19","Stock and Shares","No","1056.85","8700.86","2025-05-03","2025-06-16","4936.75","165.51","639.11","56294.76","2026-03-19","Closed","All funds withdrawn"
"ISA000000207","SB112760B","Jacob","Alice","Bennett","1976-01-31","Cash","No","18120.19","7559.34","2026-01-24","2026-03-16","1191.62","-371.10","748.73","39219.30","2026-03-16","Cancelled","Cancelled"
"ISA000000208","CY095510D","Maya","Louise","Clarke","1970-01-07","Stock and Shares","Yes","14748.33","7590.11","2025-06-08","2026-03-16","13491.43","2961.76","880.51","13536.90","2026-03-31","Closed","Cancelled"
"ISA000000209","MN874343A","James","Elizabeth","Hill","2002-10-14","Cash","Yes","12646.86","10859.01","2026-01-27","2026-03-21","19596.21","1804.71","991.59","27051.73","2026-03-22","Closed","All funds withdrawn"
"ISA000000210","WS635063D","Noah","Patrick","Wright","1956-08-24","Innovative Finance","No","19311.32","12720.50","2026-01-16","2026-02-11","6688.61","2904.78","711.77","21148.04","2026-03-17","Void","Transferred in full"
